curve_ID,originaltraitname,originaltraitunit,originaltraitvalue,standardisedtraitname,standardardisedtraitunit,standardisedtraitvalue,interactor1,habitat,common,ambienttemp,ambienttempunit,stage,doi,citation,figuretable,mismatch_A,notes
5,Offspring per reproduction day,NA,2.4,Fecundity Rate,lifetime fecundity/longevity,2.4,Aphis gossypii,terrestrial,aphid,32.5,Celsius,adult,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
5,Offspring per reproduction day,NA,0,Fecundity Rate,lifetime fecundity/longevity,0,Aphis gossypii,terrestrial,aphid,35,Celsius,adult,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
5,Total Nymphal Mortality Rate ,%,18.4,Juvenile Mortality Rate,proportion mortality/dev time,0.017037037,Aphis gossypii,terrestrial,aphid,15,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
5,Total Nymphal Mortality Rate ,%,13.6,Juvenile Mortality Rate,proportion mortality/dev time,0.016790123,Aphis gossypii,terrestrial,aphid,17.5,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
5,Total Nymphal Mortality Rate ,%,8.7,Juvenile Mortality Rate,proportion mortality/dev time,0.012985075,Aphis gossypii,terrestrial,aphid,20,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
5,Total Nymphal Mortality Rate ,%,4.3,Juvenile Mortality Rate,proportion mortality/dev time,0.007962963,Aphis gossypii,terrestrial,aphid,22.5,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
5,Total Nymphal Mortality Rate ,%,2.3,Juvenile Mortality Rate,proportion mortality/dev time,0.005,Aphis gossypii,terrestrial,aphid,25,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
5,Total Nymphal Mortality Rate ,%,2.3,Juvenile Mortality Rate,proportion mortality/dev time,0.005348837,Aphis gossypii,terrestrial,aphid,27.5,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
5,Total Nymphal Mortality Rate ,%,2.2,Juvenile Mortality Rate,proportion mortality/dev time,0.005365854,Aphis gossypii,terrestrial,aphid,30,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
5,Total Nymphal Mortality Rate ,%,2.2,Juvenile Mortality Rate,proportion mortality/dev time,0.005365854,Aphis gossypii,terrestrial,aphid,32.5,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
5,Total Nymphal Mortality Rate ,%,100,Juvenile Mortality Rate,proportion mortality/dev time,1,Aphis gossypii,terrestrial,aphid,35,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
5,Immature mortality,%,37.68,Juvenile Mortality Rate,proportion mortality/dev time,0.018202899,Aphis gossypii,terrestrial,aphid,10,Celsius,juvenile,10.1111/j.1439-0418.2006.01088.x,"Zamani et al. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. J Appl. Entomol. 130: 8",Table 2,yes,
5,Immature mortality,%,21.05,Juvenile Mortality Rate,proportion mortality/dev time,0.018981064,Aphis gossypii,terrestrial,aphid,15,Celsius,juvenile,10.1111/j.1439-0418.2006.01088.x,"Zamani et al. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. J Appl. Entomol. 130: 8",Table 2,yes,
5,Immature mortality,%,13.22,Juvenile Mortality Rate,proportion mortality/dev time,0.017768817,Aphis gossypii,terrestrial,aphid,20,Celsius,juvenile,10.1111/j.1439-0418.2006.01088.x,"Zamani et al. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. J Appl. Entomol. 130: 8",Table 2,yes,
5,Immature mortality,%,6.86,Juvenile Mortality Rate,proportion mortality/dev time,0.01225,Aphis gossypii,terrestrial,aphid,25,Celsius,juvenile,10.1111/j.1439-0418.2006.01088.x,"Zamani et al. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. J Appl. Entomol. 130: 8",Table 2,yes,
6,Juvenile Development Time,days,10.8,Juvenile Development Rate,1/days,0.092592593,Aphis gossypii,terrestrial,aphid,15,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
6,Juvenile Development Time,days,8.1,Juvenile Development Rate,1/days,0.12345679,Aphis gossypii,terrestrial,aphid,17.5,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
6,Juvenile Development Time,days,6.7,Juvenile Development Rate,1/days,0.149253731,Aphis gossypii,terrestrial,aphid,20,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
6,Juvenile Development Time,days,5.4,Juvenile Development Rate,1/days,0.185185185,Aphis gossypii,terrestrial,aphid,22.5,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
6,Juvenile Development Time,days,4.6,Juvenile Development Rate,1/days,0.217391304,Aphis gossypii,terrestrial,aphid,25,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
6,Juvenile Development Time,days,4.3,Juvenile Development Rate,1/days,0.23255814,Aphis gossypii,terrestrial,aphid,27.5,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
6,Juvenile Development Time,days,4.1,Juvenile Development Rate,1/days,0.243902439,Aphis gossypii,terrestrial,aphid,30,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
6,Juvenile Development Time,days,4.1,Juvenile Development Rate,1/days,0.243902439,Aphis gossypii,terrestrial,aphid,32.5,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
6,Juvenile Development Time,days,NA,Juvenile Development Rate,1/days,0,Aphis gossypii,terrestrial,aphid,35,Celsius,juvenile,10.1007/s10340-005-0082-9,Satar et al. 2005. Effect of temperature on development and fecundity of Aphis gossypii Glover (Homoptera: Aphididae) on cucumber. J Pest Sci 78: 5,Table 1,yes,
6,Juvenile Development Time,days,20.7,Juvenile Development Rate,1/days,0.048309179,Aphis gossypii,terrestrial,aphid,10,Celsius,juvenile,10.1111/j.1439-0418.2006.01088.x,"Zamani et al. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. J Appl. Entomol. 130: 8",Table 2,yes,
6,Juvenile Development Time,days,11.09,Juvenile Development Rate,1/days,0.090171326,Aphis gossypii,terrestrial,aphid,15,Celsius,juvenile,10.1111/j.1439-0418.2006.01088.x,"Zamani et al. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. J Appl. Entomol. 130: 8",Table 2,yes,
6,Juvenile Development Time,days,7.44,Juvenile Development Rate,1/days,0.134408602,Aphis gossypii,terrestrial,aphid,20,Celsius,juvenile,10.1111/j.1439-0418.2006.01088.x,"Zamani et al. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. J Appl. Entomol. 130: 8",Table 2,yes,
6,Juvenile Development Time,days,5.6,Juvenile Development Rate,1/days,0.178571429,Aphis gossypii,terrestrial,aphid,25,Celsius,juvenile,10.1111/j.1439-0418.2006.01088.x,"Zamani et al. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. J Appl. Entomol. 130: 8",Table 2,yes,
6,Juvenile Development Time,days,3.81,Juvenile Development Rate,1/days,0.262467192,Aphis gossypii,terrestrial,aphid,30,Celsius,juvenile,10.1111/j.1439-0418.2006.01088.x,"Zamani et al. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. J Appl. Entomol. 130: 8",Table 2,yes,
6,Juvenile Development Time,days,NA,Juvenile Development Rate,1/days,0,Aphis gossypii,terrestrial,aphid,35,Celsius,juvenile,10.1111/j.1439-0418.2006.01088.x,"Zamani et al. 2006. Effect of temperature on biology and population growth parameters of Aphis gossypii Glover (Hom., Aphididae) on greenhouse cucumber. J Appl. Entomol. 130: 8",Table 2,yes,
6,Fecundity,no. of progeny,2.8,Fecundity Rate,no. of progeny/longevity,0.2137,Aphis nasturtii,terrestrial,aphid,10,Celsius,adult,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 3,yes,
6,Fecundity,no. of progeny,55,Fecundity Rate,no. of progeny/longevity,1.8212,Aphis nasturtii,terrestrial,aphid,15,Celsius,adult,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 3,yes,
6,Fecundity,no. of progeny,47.6,Fecundity Rate,no. of progeny/longevity,1.8099,Aphis nasturtii,terrestrial,aphid,20,Celsius,adult,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 3,yes,
6,Fecundity,no. of progeny,46.8,Fecundity Rate,no. of progeny/longevity,2.8193,Aphis nasturtii,terrestrial,aphid,25,Celsius,adult,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 3,yes,
6,Fecundity,no. of progeny,45.8,Fecundity Rate,no. of progeny/longevity,3.137,Aphis nasturtii,terrestrial,aphid,27,Celsius,adult,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 3,yes,
6,Fecundity,no. of progeny,17.9,Fecundity Rate,no. of progeny/longevity,2.131,Aphis nasturtii,terrestrial,aphid,30,Celsius,adult,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 3,yes,
6,Fecundity,no. of progeny,5.5,Fecundity Rate,no. of progeny/longevity,0.7857,Aphis nasturtii,terrestrial,aphid,35,Celsius,adult,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 3,yes,
6,Juvenile Survival,%,15.2,Juvenile Mortality Rate,per capita per day,0.025,Aphis nasturtii,terrestrial,aphid,10,Celsius,juvenile,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 2,yes,
6,Juvenile Survival,%,87.5,Juvenile Mortality Rate,per capita per day,0.0078,Aphis nasturtii,terrestrial,aphid,15,Celsius,juvenile,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 2,yes,
6,Juvenile Survival,%,67.5,Juvenile Mortality Rate,per capita per day,0.0325,Aphis nasturtii,terrestrial,aphid,20,Celsius,juvenile,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 2,yes,
6,Juvenile Survival,%,60,Juvenile Mortality Rate,per capita per day,0.0513,Aphis nasturtii,terrestrial,aphid,25,Celsius,juvenile,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 2,yes,
6,Juvenile Survival,%,72.5,Juvenile Mortality Rate,per capita per day,0.0458,Aphis nasturtii,terrestrial,aphid,27,Celsius,juvenile,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 2,yes,
6,Juvenile Survival,%,67.5,Juvenile Mortality Rate,per capita per day,0.057,Aphis nasturtii,terrestrial,aphid,30,Celsius,juvenile,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 2,yes,
6,Juvenile Survival,%,37.5,Juvenile Mortality Rate,per capita per day,0.0947,Aphis nasturtii,terrestrial,aphid,35,Celsius,juvenile,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 3,yes,
7,Juvenile Development Time,days,33.9,Juvenile Development Rate,1/days,0.0295,Aphis nasturtii,terrestrial,aphid,10,Celsius,juvenile,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 1,yes,
7,Juvenile Development Time,days,16.1,Juvenile Development Rate,1/days,0.0621,Aphis nasturtii,terrestrial,aphid,15,Celsius,juvenile,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 1,yes,
7,Juvenile Development Time,days,10,Juvenile Development Rate,1/days,0.1,Aphis nasturtii,terrestrial,aphid,20,Celsius,juvenile,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 1,yes,
7,Juvenile Development Time,days,7.8,Juvenile Development Rate,1/days,0.1282,Aphis nasturtii,terrestrial,aphid,25,Celsius,juvenile,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 1,yes,
7,Juvenile Development Time,days,6,Juvenile Development Rate,1/days,0.1667,Aphis nasturtii,terrestrial,aphid,27,Celsius,juvenile,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 1,yes,
7,Juvenile Development Time,days,5.7,Juvenile Development Rate,1/days,0.1754,Aphis nasturtii,terrestrial,aphid,30,Celsius,juvenile,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 1,yes,
7,Juvenile Development Time,days,6.6,Juvenile Development Rate,1/days,0.1515,Aphis nasturtii,terrestrial,aphid,35,Celsius,juvenile,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 1,yes,
7,Female Longevity,days,13.1,Female Mortality Rate,1/days,0.0763,Aphis nasturtii,terrestrial,aphid,10,Celsius,adult,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 3,yes,
7,Female Longevity,days,30.2,Female Mortality Rate,1/days,0.0331,Aphis nasturtii,terrestrial,aphid,15,Celsius,adult,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 3,yes,
7,Female Longevity,days,26.3,Female Mortality Rate,1/days,0.038,Aphis nasturtii,terrestrial,aphid,20,Celsius,adult,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 3,yes,
7,Female Longevity,days,16.6,Female Mortality Rate,1/days,0.0602,Aphis nasturtii,terrestrial,aphid,25,Celsius,adult,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 3,yes,
7,Female Longevity,days,14.6,Female Mortality Rate,1/days,0.0685,Aphis nasturtii,terrestrial,aphid,27,Celsius,adult,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 3,yes,
7,Female Longevity,days,8.4,Female Mortality Rate,1/days,0.119,Aphis nasturtii,terrestrial,aphid,30,Celsius,adult,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 3,yes,
7,Female Longevity,days,7,Female Mortality Rate,1/days,0.1429,Aphis nasturtii,terrestrial,aphid,35,Celsius,adult,10.1093/aesa/90.1.62,"Wang et al. 1997. Influence of Temperature on Development, Survivorship, and Reproduction of Buckthorn Aphid (Homoptera: Aphididae). Ann. Entomol.  Soc. Am. 90: 1",Table 3,yes,
7,Juvenile Survival,%,14.9,Juvenile Mortality Rate,per capita per day,0.0144,Bemisia tabaci,terrestrial,whitefly,16,Celsius,juvenile,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,SM1,yes,
7,Juvenile Survival,%,43.3,Juvenile Mortality Rate,per capita per day,0.0146,Bemisia tabaci,terrestrial,whitefly,20,Celsius,juvenile,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,SM1,yes,
7,Juvenile Survival,%,62.5,Juvenile Mortality Rate,per capita per day,0.0133,Bemisia tabaci,terrestrial,whitefly,24,Celsius,juvenile,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,SM1,yes,
7,Juvenile Survival,%,48.4,Juvenile Mortality Rate,per capita per day,0.0316,Bemisia tabaci,terrestrial,whitefly,28,Celsius,juvenile,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,SM1,yes,
7,Juvenile Survival,%,20.3,Juvenile Mortality Rate,per capita per day,0.0318,Bemisia tabaci,terrestrial,whitefly,32,Celsius,juvenile,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,SM1,yes,
7,Juvenile Survival,%,0,Juvenile Mortality Rate,per capita per day,1,Bemisia tabaci,terrestrial,whitefly,36,Celsius,juvenile,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,SM1,yes,
8,Juvenile Development Time,days,59.29,Juvenile Development Rate,1/days,0.0169,Bemisia tabaci,terrestrial,whitefly,16,Celsius,juvenile,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,SM1,yes,
8,Juvenile Development Time,days,38.91,Juvenile Development Rate,1/days,0.0257,Bemisia tabaci,terrestrial,whitefly,20,Celsius,juvenile,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,SM1,yes,
8,Juvenile Development Time,days,28.21,Juvenile Development Rate,1/days,0.0354,Bemisia tabaci,terrestrial,whitefly,24,Celsius,juvenile,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,SM1,yes,
8,Juvenile Development Time,days,16.31,Juvenile Development Rate,1/days,0.0613,Bemisia tabaci,terrestrial,whitefly,28,Celsius,juvenile,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,SM1,yes,
8,Juvenile Development Time,days,25.05,Juvenile Development Rate,1/days,0.0399,Bemisia tabaci,terrestrial,whitefly,32,Celsius,juvenile,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,SM1,yes,
8,Juvenile Development Time,days,0,Juvenile Development Rate,1/days,0,Bemisia tabaci,terrestrial,whitefly,36,Celsius,juvenile,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,SM1,yes,
8,Female Survival Time,days,15.7,Female Mortality Rate,1/days,0.0637,Bemisia tabaci,terrestrial,whitefly,16,Celsius,adult,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,Table 4,yes,
8,Female Survival Time,days,24.2,Female Mortality Rate,1/days,0.0413,Bemisia tabaci,terrestrial,whitefly,20,Celsius,adult,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,Table 4,yes,
8,Female Survival Time,days,24.8,Female Mortality Rate,1/days,0.0403,Bemisia tabaci,terrestrial,whitefly,24,Celsius,adult,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,Table 4,yes,
8,Female Survival Time,days,16.1,Female Mortality Rate,1/days,0.0621,Bemisia tabaci,terrestrial,whitefly,28,Celsius,adult,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,Table 4,yes,
8,Female Survival Time,days,11.4,Female Mortality Rate,1/days,0.0877,Bemisia tabaci,terrestrial,whitefly,32,Celsius,adult,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,Table 4,yes,
8,Female Survival Time,days,10.7,Female Mortality Rate,1/days,0.0935,Bemisia tabaci,terrestrial,whitefly,36,Celsius,adult,10.1007/s10340-020-01249-z,Aregbesola et al. 2020. Life history and temperature dependence of cassava colonising populations of Bemisia tabaci. Journal of Pest Science 93: 1225–1241,Table 4,yes,
11,Fecundity rate,progeny per day,9.2,Fecundity Rate,progeny per day,9.2,Muscidifurax zaraptor,terrestrial,parasitoid wasp,15,Celsius,adult,10.1603/0046-225X-30.1.147,Lysyk 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor (Hymenoptera: Pteromalidae). Environ. Entomol. 30: 1,Table 1,yes,
11,Fecundity rate,progeny per day,9.8,Fecundity Rate,progeny per day,9.8,Muscidifurax zaraptor,terrestrial,parasitoid wasp,20,Celsius,adult,10.1603/0046-225X-30.1.147,Lysyk 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor (Hymenoptera: Pteromalidae). Environ. Entomol. 30: 1,Table 1,yes,
11,Fecundity rate,progeny per day,14.1,Fecundity Rate,progeny per day,14.1,Muscidifurax zaraptor,terrestrial,parasitoid wasp,25,Celsius,adult,10.1603/0046-225X-30.1.147,Lysyk 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor (Hymenoptera: Pteromalidae). Environ. Entomol. 30: 1,Table 1,yes,
11,Fecundity rate,progeny per day,14.1,Fecundity Rate,progeny per day,14.1,Muscidifurax zaraptor,terrestrial,parasitoid wasp,30,Celsius,adult,10.1603/0046-225X-30.1.147,Lysyk 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor (Hymenoptera: Pteromalidae). Environ. Entomol. 30: 1,Table 1,yes,
11,Fecundity rate,progeny per day,10.7,Fecundity Rate,progeny per day,10.7,Muscidifurax zaraptor,terrestrial,parasitoid wasp,33,Celsius,adult,10.1603/0046-225X-30.1.147,Lysyk 2001. Relationships Between Temperature and Life History Parameters ofMuscidifurax zaraptor (Hymenoptera: Pteromalidae). Environ. Entomol. 30: 1,Table 1,yes,
